West Carleton SS,school_year,studentNo,first_name,last_name,oen_number,end_date,class_code
West Carleton SS,20132014,77923179,Leandra,Lara,806188094,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,77923179,Leandra,Lara,806188094,6/27/2014 00:00:00,CHC2D.-02
West Carleton SS,20132014,77923179,Leandra,Lara,806188094,6/27/2014 00:00:00,MPM2D.-04
West Carleton SS,20132014,77923179,Leandra,Lara,806188094,6/27/2014 00:00:00,PAD2O.-03
West Carleton SS,20132014,839278104,Chiquita,Reese,210946251,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,839278104,Chiquita,Reese,210946251,6/27/2014 00:00:00,MPM2D.-02
West Carleton SS,20132014,839278104,Chiquita,Reese,210946251,6/27/2014 00:00:00,PPL2OQ-02
West Carleton SS,20132014,839278104,Chiquita,Reese,210946251,6/27/2014 00:00:00,SNC2D.-04
West Carleton SS,20132014,888132549,Cleo,Boyer,901522003,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,888132549,Cleo,Boyer,901522003,6/27/2014 00:00:00,CHW3M.-02
West Carleton SS,20132014,888132549,Cleo,Boyer,901522003,6/27/2014 00:00:00,ENG3U.-02
West Carleton SS,20132014,888132549,Cleo,Boyer,901522003,6/27/2014 00:00:00,HSP3U.-02
West Carleton SS,20132014,798867399,Tasha,Mcclure,141997316,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,798867399,Tasha,Mcclure,141997316,6/27/2014 00:00:00,HSP3U.-02
West Carleton SS,20132014,798867399,Tasha,Mcclure,141997316,6/27/2014 00:00:00,HZB3M.-01
West Carleton SS,20132014,798867399,Tasha,Mcclure,141997316,6/27/2014 00:00:00,TCJ3C/4C.-02
West Carleton SS,20132014,356585151,Felix,Foster,983406880,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,356585151,Felix,Foster,983406880,6/27/2014 00:00:00,CHW3M.-02
West Carleton SS,20132014,356585151,Felix,Foster,983406880,6/27/2014 00:00:00,MCF3M.-03
West Carleton SS,20132014,356585151,Felix,Foster,983406880,6/27/2014 00:00:00,PPL4OQ/3OQ.-02
West Carleton SS,20132014,474854899,Ursa,Greene,206455663,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,474854899,Ursa,Greene,206455663,6/27/2014 00:00:00,ENG3U.-04
West Carleton SS,20132014,474854899,Ursa,Greene,206455663,6/27/2014 00:00:00,SCH3U.-04
West Carleton SS,20132014,474854899,Ursa,Greene,206455663,6/27/2014 00:00:00,SPH3U.-04
West Carleton SS,20132014,815715589,Hu,Burch,793516329,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,815715589,Hu,Burch,793516329,6/27/2014 00:00:00,ENG2D.-08
West Carleton SS,20132014,815715589,Hu,Burch,793516329,6/27/2014 00:00:00,MBF3C.-02
West Carleton SS,20132014,815715589,Hu,Burch,793516329,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,191674698,Kathleen,Sosa,505824100,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,191674698,Kathleen,Sosa,505824100,6/27/2014 00:00:00,CHV2OF-02
West Carleton SS,20132014,191674698,Kathleen,Sosa,505824100,6/27/2014 00:00:00,ENG2D.-08
West Carleton SS,20132014,191674698,Kathleen,Sosa,505824100,6/27/2014 00:00:00,MPM2D.-04
West Carleton SS,20132014,302592068,Hakeem,Conley,634305855,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,302592068,Hakeem,Conley,634305855,6/27/2014 00:00:00,ENG2D.-04
West Carleton SS,20132014,302592068,Hakeem,Conley,634305855,6/27/2014 00:00:00,MPM2D.-02
West Carleton SS,20132014,302592068,Hakeem,Conley,634305855,6/27/2014 00:00:00,PAD2O.-03
West Carleton SS,20132014,669598168,Amaya,Wong,99525548,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,669598168,Amaya,Wong,99525548,6/27/2014 00:00:00,ENG3U.-04
West Carleton SS,20132014,669598168,Amaya,Wong,99525548,6/27/2014 00:00:00,MCF3M.-03
West Carleton SS,20132014,669598168,Amaya,Wong,99525548,6/27/2014 00:00:00,PPL4OQ/3OQ.-02
West Carleton SS,20132014,396742280,Mohammad,Acevedo,716683908,6/27/2014 00:00:00,AMG2O/3O.-02
West Carleton SS,20132014,396742280,Mohammad,Acevedo,716683908,6/27/2014 00:00:00,BAF3M.-02
West Carleton SS,20132014,396742280,Mohammad,Acevedo,716683908,6/27/2014 00:00:00,IDP4O.-01
West Carleton SS,20132014,396742280,Mohammad,Acevedo,716683908,6/27/2014 00:00:00,MCR3U.-02
West Carleton SS,20132014,662079848,Illana,Barrett,246062665,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,662079848,Illana,Barrett,246062665,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,662079848,Illana,Barrett,246062665,6/27/2014 00:00:00,SNC1D.-02
West Carleton SS,20132014,662079848,Illana,Barrett,246062665,6/27/2014 00:00:00,TIJ1O.-02
West Carleton SS,20132014,478260022,Ursula,Small,508332295,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,478260022,Ursula,Small,508332295,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,478260022,Ursula,Small,508332295,6/27/2014 00:00:00,MPM1D.-02
West Carleton SS,20132014,478260022,Ursula,Small,508332295,6/27/2014 00:00:00,PPL1OP-04
West Carleton SS,20132014,329225654,Shafira,Merrill,512416760,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,329225654,Shafira,Merrill,512416760,6/27/2014 00:00:00,BTT1O.-05
West Carleton SS,20132014,329225654,Shafira,Merrill,512416760,6/27/2014 00:00:00,FSF1D.-06
West Carleton SS,20132014,329225654,Shafira,Merrill,512416760,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,612048779,Philip,Cote,241682564,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,612048779,Philip,Cote,241682564,6/27/2014 00:00:00,BTT1O.-04
West Carleton SS,20132014,612048779,Philip,Cote,241682564,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,612048779,Philip,Cote,241682564,6/27/2014 00:00:00,SNC1D.-02
West Carleton SS,20132014,77490816,Sandra,Mason,292385665,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,77490816,Sandra,Mason,292385665,6/27/2014 00:00:00,BTT1O.-04
West Carleton SS,20132014,77490816,Sandra,Mason,292385665,6/27/2014 00:00:00,CGC1D.-06
West Carleton SS,20132014,77490816,Sandra,Mason,292385665,6/27/2014 00:00:00,MPM1D.-02
West Carleton SS,20132014,280716361,Gil,Watkins,103938798,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,280716361,Gil,Watkins,103938798,6/27/2014 00:00:00,ENG1D.-02
West Carleton SS,20132014,280716361,Gil,Watkins,103938798,6/27/2014 00:00:00,SNC1D.-06
West Carleton SS,20132014,280716361,Gil,Watkins,103938798,6/27/2014 00:00:00,TIJ1O.-02
West Carleton SS,20132014,987518752,Phyllis,Osborn,961955500,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,987518752,Phyllis,Osborn,961955500,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,987518752,Phyllis,Osborn,961955500,6/27/2014 00:00:00,PPL1OQ-02
West Carleton SS,20132014,987518752,Phyllis,Osborn,961955500,6/27/2014 00:00:00,SNC1D.-02
West Carleton SS,20132014,271136000,Anjolie,Ryan,626903570,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,271136000,Anjolie,Ryan,626903570,6/27/2014 00:00:00,ENG1P.-02
West Carleton SS,20132014,271136000,Anjolie,Ryan,626903570,6/27/2014 00:00:00,MFM1P.-02
West Carleton SS,20132014,271136000,Anjolie,Ryan,626903570,6/27/2014 00:00:00,TIJ1O.-02
West Carleton SS,20132014,728257850,Ayanna,Rivera,112476368,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,728257850,Ayanna,Rivera,112476368,6/27/2014 00:00:00,ENG1P.-02
West Carleton SS,20132014,728257850,Ayanna,Rivera,112476368,6/27/2014 00:00:00,SNC1P.-02
West Carleton SS,20132014,728257850,Ayanna,Rivera,112476368,6/27/2014 00:00:00,TIJ1O.-02
West Carleton SS,20132014,202528563,Matthew,Gregory,31558275,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,202528563,Matthew,Gregory,31558275,6/27/2014 00:00:00,MPM1D.-02
West Carleton SS,20132014,202528563,Matthew,Gregory,31558275,6/27/2014 00:00:00,PPL1OQ-05
West Carleton SS,20132014,202528563,Matthew,Gregory,31558275,6/27/2014 00:00:00,SNC1D.-06
West Carleton SS,20132014,66895775,Lance,Hester,982339124,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,66895775,Lance,Hester,982339124,6/27/2014 00:00:00,AVI1O.-03
West Carleton SS,20132014,66895775,Lance,Hester,982339124,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,66895775,Lance,Hester,982339124,6/27/2014 00:00:00,SNC1D.-04
West Carleton SS,20132014,406911001,Daquan,Brewer,89041975,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,406911001,Daquan,Brewer,89041975,6/27/2014 00:00:00,BTT1O.-04
West Carleton SS,20132014,406911001,Daquan,Brewer,89041975,6/27/2014 00:00:00,CGC1D.-02
West Carleton SS,20132014,406911001,Daquan,Brewer,89041975,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,276420029,Isaac,Fleming,116234146,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,276420029,Isaac,Fleming,116234146,6/27/2014 00:00:00,CHC2D.-06
West Carleton SS,20132014,276420029,Isaac,Fleming,116234146,6/27/2014 00:00:00,MPM2D.-02
West Carleton SS,20132014,276420029,Isaac,Fleming,116234146,6/27/2014 00:00:00,SNC2D.-06
West Carleton SS,20132014,286368330,Katelyn,Graves,886681009,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,286368330,Katelyn,Graves,886681009,6/27/2014 00:00:00,CGC1D.-02
West Carleton SS,20132014,286368330,Katelyn,Graves,886681009,6/27/2014 00:00:00,FSF1D.-06
West Carleton SS,20132014,286368330,Katelyn,Graves,886681009,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,389701762,Jenette,Bonner,27580234,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,389701762,Jenette,Bonner,27580234,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,389701762,Jenette,Bonner,27580234,6/27/2014 00:00:00,FSF1D.-02
West Carleton SS,20132014,389701762,Jenette,Bonner,27580234,6/27/2014 00:00:00,SNC1D.-02
West Carleton SS,20132014,407145857,Armand,Romero,900723255,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,407145857,Armand,Romero,900723255,6/27/2014 00:00:00,FIF1D.-02
West Carleton SS,20132014,407145857,Armand,Romero,900723255,6/27/2014 00:00:00,MPM1D.-06
West Carleton SS,20132014,407145857,Armand,Romero,900723255,6/27/2014 00:00:00,PPL1OQ-02
West Carleton SS,20132014,620726591,Ruth,Riddle,918649661,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,620726591,Ruth,Riddle,918649661,6/27/2014 00:00:00,CGC1D.-06
West Carleton SS,20132014,620726591,Ruth,Riddle,918649661,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,620726591,Ruth,Riddle,918649661,6/27/2014 00:00:00,TIJ1O.-04
West Carleton SS,20132014,379294825,Jameson,Snyder,790264780,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,379294825,Jameson,Snyder,790264780,6/27/2014 00:00:00,CGC1D.-06
West Carleton SS,20132014,379294825,Jameson,Snyder,790264780,6/27/2014 00:00:00,ENG1D.-02
West Carleton SS,20132014,379294825,Jameson,Snyder,790264780,6/27/2014 00:00:00,SNC1D.-06
West Carleton SS,20132014,341584544,Sandra,Cummings,436863097,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,341584544,Sandra,Cummings,436863097,6/27/2014 00:00:00,BTT1OF-02
West Carleton SS,20132014,341584544,Sandra,Cummings,436863097,6/27/2014 00:00:00,FIF1D.-02
West Carleton SS,20132014,341584544,Sandra,Cummings,436863097,6/27/2014 00:00:00,SNC1D.-06
West Carleton SS,20132014,41239442,Caesar,Hays,990958947,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,41239442,Caesar,Hays,990958947,6/27/2014 00:00:00,BTT1OF-02
West Carleton SS,20132014,41239442,Caesar,Hays,990958947,6/27/2014 00:00:00,FIF1D.-03
West Carleton SS,20132014,41239442,Caesar,Hays,990958947,6/27/2014 00:00:00,MPM1D.-02
West Carleton SS,20132014,513393000,Kyra,Sanchez,585866079,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,513393000,Kyra,Sanchez,585866079,6/27/2014 00:00:00,CGC1D.-06
West Carleton SS,20132014,513393000,Kyra,Sanchez,585866079,6/27/2014 00:00:00,ENG1D.-02
West Carleton SS,20132014,513393000,Kyra,Sanchez,585866079,6/27/2014 00:00:00,FSF1D.-06
West Carleton SS,20132014,15735172,Urielle,Ramos,29882694,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,15735172,Urielle,Ramos,29882694,6/27/2014 00:00:00,ENG1D.-04
West Carleton SS,20132014,15735172,Urielle,Ramos,29882694,6/27/2014 00:00:00,PPL1OQ-05
West Carleton SS,20132014,15735172,Urielle,Ramos,29882694,6/27/2014 00:00:00,SNC1D.-02
West Carleton SS,20132014,815347466,Asher,Salas,881060016,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,815347466,Asher,Salas,881060016,6/27/2014 00:00:00,ENG1P.-02
West Carleton SS,20132014,815347466,Asher,Salas,881060016,6/27/2014 00:00:00,MFM1P.-02
West Carleton SS,20132014,815347466,Asher,Salas,881060016,6/27/2014 00:00:00,TIJ1O.-02
West Carleton SS,20132014,465078655,Forrest,Estrada,225195632,6/27/2014 00:00:00,AMU1O.-02
West Carleton SS,20132014,465078655,Forrest,Estrada,225195632,6/27/2014 00:00:00,BTT1O.-05
West Carleton SS,20132014,465078655,Forrest,Estrada,225195632,6/27/2014 00:00:00,FSF1D.-02
West Carleton SS,20132014,465078655,Forrest,Estrada,225195632,6/27/2014 00:00:00,SNC1D.-06
West Carleton SS,20132014,747183314,Ursa,Underwood,750017741,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,747183314,Ursa,Underwood,750017741,6/27/2014 00:00:00,CHC2D.-06
West Carleton SS,20132014,747183314,Ursa,Underwood,750017741,6/27/2014 00:00:00,CHV2O.-02
West Carleton SS,20132014,747183314,Ursa,Underwood,750017741,6/27/2014 00:00:00,SNC2P.-02
West Carleton SS,20132014,903431120,Veda,Perez,646009301,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,903431120,Veda,Perez,646009301,6/27/2014 00:00:00,CHV2O.-02
West Carleton SS,20132014,903431120,Veda,Perez,646009301,6/27/2014 00:00:00,FSF2D.-02
West Carleton SS,20132014,903431120,Veda,Perez,646009301,6/27/2014 00:00:00,MPM2D.-06
West Carleton SS,20132014,582823483,Nora,Bean,996144586,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,582823483,Nora,Bean,996144586,6/27/2014 00:00:00,CHV2OF-02
West Carleton SS,20132014,582823483,Nora,Bean,996144586,6/27/2014 00:00:00,ENG2D.-08
West Carleton SS,20132014,582823483,Nora,Bean,996144586,6/27/2014 00:00:00,ICS2O.-02
West Carleton SS,20132014,596674106,Aaron,Hampton,691412881,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,596674106,Aaron,Hampton,691412881,6/27/2014 00:00:00,CHV2OF-04
West Carleton SS,20132014,596674106,Aaron,Hampton,691412881,6/27/2014 00:00:00,FIF2D.-02
West Carleton SS,20132014,596674106,Aaron,Hampton,691412881,6/27/2014 00:00:00,LWSBD.-01
West Carleton SS,20132014,834644189,Kai,Mcpherson,297948630,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,834644189,Kai,Mcpherson,297948630,6/27/2014 00:00:00,CHV2OF-04
West Carleton SS,20132014,834644189,Kai,Mcpherson,297948630,6/27/2014 00:00:00,FIF2D.-02
West Carleton SS,20132014,834644189,Kai,Mcpherson,297948630,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,13108231,Shelly,Washington,718800809,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,13108231,Shelly,Washington,718800809,6/27/2014 00:00:00,ENG2D.-06
West Carleton SS,20132014,13108231,Shelly,Washington,718800809,6/27/2014 00:00:00,FSF2D.-02
West Carleton SS,20132014,13108231,Shelly,Washington,718800809,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,160770166,Neve,Wolf,457788735,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,160770166,Neve,Wolf,457788735,6/27/2014 00:00:00,ENG2D.-06
West Carleton SS,20132014,160770166,Neve,Wolf,457788735,6/27/2014 00:00:00,FSF2D.-02
West Carleton SS,20132014,160770166,Neve,Wolf,457788735,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,74173766,Robin,Fitzgerald,602949947,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,74173766,Robin,Fitzgerald,602949947,6/27/2014 00:00:00,CHV2O.-06
West Carleton SS,20132014,74173766,Robin,Fitzgerald,602949947,6/27/2014 00:00:00,ENG2P.-02
West Carleton SS,20132014,74173766,Robin,Fitzgerald,602949947,6/27/2014 00:00:00,SNC2P.-02
West Carleton SS,20132014,867405881,Gisela,Walters,149540173,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,867405881,Gisela,Walters,149540173,6/27/2014 00:00:00,ENG2D.-02
West Carleton SS,20132014,867405881,Gisela,Walters,149540173,6/27/2014 00:00:00,FIF2D.-04
West Carleton SS,20132014,867405881,Gisela,Walters,149540173,6/27/2014 00:00:00,SNC2DF-04
West Carleton SS,20132014,727447699,Dexter,Kidd,788182866,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,727447699,Dexter,Kidd,788182866,6/27/2014 00:00:00,ENG2D.-06
West Carleton SS,20132014,727447699,Dexter,Kidd,788182866,6/27/2014 00:00:00,FSF2D.-02
West Carleton SS,20132014,727447699,Dexter,Kidd,788182866,6/27/2014 00:00:00,LWSBD.-01
West Carleton SS,20132014,216598677,Alan,Vazquez,807011149,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,216598677,Alan,Vazquez,807011149,6/27/2014 00:00:00,MPM2D.-06
West Carleton SS,20132014,216598677,Alan,Vazquez,807011149,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,216598677,Alan,Vazquez,807011149,6/27/2014 00:00:00,TGJ2O.-01
West Carleton SS,20132014,633654334,Jordan,Petty,339750048,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,633654334,Jordan,Petty,339750048,6/27/2014 00:00:00,CHV2O.-06
West Carleton SS,20132014,633654334,Jordan,Petty,339750048,6/27/2014 00:00:00,FSF2D.-02
West Carleton SS,20132014,633654334,Jordan,Petty,339750048,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,297963997,Colby,Berger,380358485,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,297963997,Colby,Berger,380358485,6/27/2014 00:00:00,CHV2OF-02
West Carleton SS,20132014,297963997,Colby,Berger,380358485,6/27/2014 00:00:00,FIF2D.-02
West Carleton SS,20132014,297963997,Colby,Berger,380358485,6/27/2014 00:00:00,MPM2D.-08
West Carleton SS,20132014,194374379,Gwendolyn,Rose,319048236,4/11/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,194374379,Gwendolyn,Rose,319048236,4/11/2014 00:00:00,CHC2D.-02
West Carleton SS,20132014,194374379,Gwendolyn,Rose,319048236,4/11/2014 00:00:00,ENG2D.-06
West Carleton SS,20132014,194374379,Gwendolyn,Rose,319048236,4/11/2014 00:00:00,GLC2O.-08
West Carleton SS,20132014,378522414,Gray,Vang,152230484,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,378522414,Gray,Vang,152230484,6/27/2014 00:00:00,CHC2DF-02
West Carleton SS,20132014,378522414,Gray,Vang,152230484,6/27/2014 00:00:00,CHV2OF-04
West Carleton SS,20132014,378522414,Gray,Vang,152230484,6/27/2014 00:00:00,MPM2D.-02
West Carleton SS,20132014,367319628,Barclay,Nelson,735571700,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,367319628,Barclay,Nelson,735571700,6/27/2014 00:00:00,GLC2O.-08
West Carleton SS,20132014,367319628,Barclay,Nelson,735571700,6/27/2014 00:00:00,LWSBD.-01
West Carleton SS,20132014,367319628,Barclay,Nelson,735571700,6/27/2014 00:00:00,MPM2D.-06
West Carleton SS,20132014,215046479,Yasir,Richmond,409907130,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,215046479,Yasir,Richmond,409907130,6/27/2014 00:00:00,CHV2OF-04
West Carleton SS,20132014,215046479,Yasir,Richmond,409907130,6/27/2014 00:00:00,FIF2D.-02
West Carleton SS,20132014,215046479,Yasir,Richmond,409907130,6/27/2014 00:00:00,SNC2DF-02
West Carleton SS,20132014,168790068,Marcia,Johns,607619612,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,168790068,Marcia,Johns,607619612,6/27/2014 00:00:00,CHC2D.-06
West Carleton SS,20132014,168790068,Marcia,Johns,607619612,6/27/2014 00:00:00,HFN2O.-06
West Carleton SS,20132014,168790068,Marcia,Johns,607619612,6/27/2014 00:00:00,MPM2D.-08
West Carleton SS,20132014,118189137,Nell,Mendoza,731549202,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,118189137,Nell,Mendoza,731549202,6/27/2014 00:00:00,GLC2O.-08
West Carleton SS,20132014,118189137,Nell,Mendoza,731549202,6/27/2014 00:00:00,MPM2D.-06
West Carleton SS,20132014,118189137,Nell,Mendoza,731549202,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,912594458,Matthew,Whitley,783358646,6/27/2014 00:00:00,AMU2O.-01
West Carleton SS,20132014,912594458,Matthew,Whitley,783358646,6/27/2014 00:00:00,CHC2D.-06
West Carleton SS,20132014,912594458,Matthew,Whitley,783358646,6/27/2014 00:00:00,SNC2D.-02
West Carleton SS,20132014,912594458,Matthew,Whitley,783358646,6/27/2014 00:00:00,TGJ2O.-01
West Carleton SS,20132014,738039249,Justin,Maxwell,504547195,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,738039249,Justin,Maxwell,504547195,6/27/2014 00:00:00,ICS3U/4U.-02
West Carleton SS,20132014,738039249,Justin,Maxwell,504547195,6/27/2014 00:00:00,MCR3U.-02
West Carleton SS,20132014,738039249,Justin,Maxwell,504547195,6/27/2014 00:00:00,SCH3U.-02
West Carleton SS,20132014,823786854,Irene,Bryan,604568553,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,823786854,Irene,Bryan,604568553,6/27/2014 00:00:00,ENG3U.-04
West Carleton SS,20132014,823786854,Irene,Bryan,604568553,6/27/2014 00:00:00,HSP3U.-03
West Carleton SS,20132014,823786854,Irene,Bryan,604568553,6/27/2014 00:00:00,SES4U.-01
West Carleton SS,20132014,728056717,Yardley,Shepard,206319094,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,728056717,Yardley,Shepard,206319094,6/27/2014 00:00:00,ICS3U/4U.-02
West Carleton SS,20132014,728056717,Yardley,Shepard,206319094,6/27/2014 00:00:00,MCR3U.-06
West Carleton SS,20132014,728056717,Yardley,Shepard,206319094,6/27/2014 00:00:00,SPH3U.-04
West Carleton SS,20132014,904196203,Rhiannon,Hart,558464658,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,904196203,Rhiannon,Hart,558464658,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,904196203,Rhiannon,Hart,558464658,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,755420437,Ocean,Howe,100571227,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,755420437,Ocean,Howe,100571227,6/27/2014 00:00:00,AVI3M/4M.-02
West Carleton SS,20132014,755420437,Ocean,Howe,100571227,6/27/2014 00:00:00,ICS3U/4U.-02
West Carleton SS,20132014,755420437,Ocean,Howe,100571227,6/27/2014 00:00:00,SPH3U.-04
West Carleton SS,20132014,228020665,Peter,Blake,296371008,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,228020665,Peter,Blake,296371008,6/27/2014 00:00:00,CHW3M.-02
West Carleton SS,20132014,228020665,Peter,Blake,296371008,6/27/2014 00:00:00,PAF2O/3O.-04
West Carleton SS,20132014,228020665,Peter,Blake,296371008,6/27/2014 00:00:00,SCH3U.-02
West Carleton SS,20132014,679225538,Jelani,Terrell,990630670,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,679225538,Jelani,Terrell,990630670,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,679225538,Jelani,Terrell,990630670,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,679225538,Jelani,Terrell,990630670,6/27/2014 00:00:00,SBI4U.-01
West Carleton SS,20132014,241908129,Tamara,Garner,691539814,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,241908129,Tamara,Garner,691539814,6/27/2014 00:00:00,ENG3U.-04
West Carleton SS,20132014,241908129,Tamara,Garner,691539814,6/27/2014 00:00:00,MCR3U.-02
West Carleton SS,20132014,241908129,Tamara,Garner,691539814,6/27/2014 00:00:00,SCH3U.-02
West Carleton SS,20132014,311157983,Dai,Webster,967408348,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,311157983,Dai,Webster,967408348,6/27/2014 00:00:00,HSB4U.-02
West Carleton SS,20132014,311157983,Dai,Webster,967408348,6/27/2014 00:00:00,TWJ4E.-01
West Carleton SS,20132014,794648424,Adrienne,Gonzalez,598219937,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,794648424,Adrienne,Gonzalez,598219937,6/27/2014 00:00:00,ENG3C.-03
West Carleton SS,20132014,794648424,Adrienne,Gonzalez,598219937,6/27/2014 00:00:00,HPC3O.-02
West Carleton SS,20132014,794648424,Adrienne,Gonzalez,598219937,6/27/2014 00:00:00,SBI3C.-02
West Carleton SS,20132014,107140975,Kylie,Morrison,691478425,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,107140975,Kylie,Morrison,691478425,6/27/2014 00:00:00,ICS3U/4U.-02
West Carleton SS,20132014,107140975,Kylie,Morrison,691478425,6/27/2014 00:00:00,SCH3U.-02
West Carleton SS,20132014,107140975,Kylie,Morrison,691478425,6/27/2014 00:00:00,SPH3U.-04
West Carleton SS,20132014,537372923,Bernard,Gray,705560583,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,537372923,Bernard,Gray,705560583,6/27/2014 00:00:00,CHY4U.-02
West Carleton SS,20132014,537372923,Bernard,Gray,705560583,6/27/2014 00:00:00,MCV4U.-01
West Carleton SS,20132014,537372923,Bernard,Gray,705560583,6/27/2014 00:00:00,SPH4U.-02
West Carleton SS,20132014,696087877,Bell,Curry,895950126,6/27/2014 00:00:00,AMU3M/4M.-01
West Carleton SS,20132014,696087877,Bell,Curry,895950126,6/27/2014 00:00:00,ICS3U/4U.-02
