student_id, last, first
1199,Carol,Barr
1200,Carol,Barr
1201,Amanda,Watts
1202,Amanda,Watts
1203,Rylee,Trevino
1204,Rylee,Trevino
1205,Adam,Callahan
1206,Adam,Callahan
1207,Jarrod,Vang
1208,Jarrod,Vang
1209,Alika,Hinton
1210,Alika,Hinton
1211,Victor,Mcdonald
1212,Victor,Mcdonald
1213,Rigel,Higgins
1214,Rigel,Higgins
1215,Ryan,Lowery
1216,Ryan,Lowery
1217,Mannix,Wilkerson
1218,Mannix,Wilkerson
1219,Erasmus,Hardy
1220,Erasmus,Hardy
1221,Louis,Burt
1222,Louis,Burt
1223,Melinda,Good
1224,Melinda,Good
1225,Richard,Hammond
1226,Richard,Hammond
1227,Clinton,Rhodes
1228,Clinton,Rhodes
1229,Constance,Holland
1230,Constance,Holland
1231,Kristen,Frederick
1232,Kristen,Frederick
1233,Tana,Rivera
1234,Tana,Rivera
1235,Colette,Mcfadden
1236,Colette,Mcfadden
1237,Nigel,Dean
1238,Nigel,Dean
1239,Aidan,Butler
1240,Aidan,Butler
1241,Timon,Camacho
1242,Timon,Camacho
1243,Lionel,Copeland
1244,Lionel,Copeland
1245,Lee,Walton
1246,Lee,Walton
1247,Mia,Welch
1248,Mia,Welch
1249,Cathleen,Howe
1250,Cathleen,Howe
1251,Barbara,Reilly
1252,Barbara,Reilly
1253,Aaron,Curtis
1254,Aaron,Curtis
1255,Colt,Bennett
1256,Colt,Bennett
1257,Alexandra,Galloway
1258,Alexandra,Galloway
1259,Sophia,Vance
1260,Sophia,Vance
1261,Elizabeth,Woodward
1262,Elizabeth,Woodward
1263,Judah,Thomas
1264,Judah,Thomas
1265,Dieter,Fitzpatrick
1266,Dieter,Fitzpatrick
1267,Colleen,Albert
1268,Colleen,Albert
1269,Rina,Avery
1270,Rina,Avery
1271,Wanda,Lyons
1272,Wanda,Lyons
1273,Quentin,Joyner
1274,Quentin,Joyner
1275,Cole,Morton
1276,Cole,Morton
1277,Tashya,Guthrie
1278,Tashya,Guthrie
1279,Maisie,Patel
1280,Maisie,Patel
1281,Madonna,Shields
1282,Madonna,Shields
